participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.age,player.gender,player.profession,player.difficult,player.performed_well,player.interesting,player.feel_time_pressure,player.need_work_fast,player.feel_hurried_rushed,player.total_task_time,player.relevant_marks,player.marked_as_relevant,player.queries_issued,player.documents_viewed,player.serps_viewed,player.document_view_time,player.serp_view_time,player.hover_depth,player.current_hover_depth,player.topicname,player.topicdes,player.topicnar,player.treatment,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
86,e2v4jm94,,0,0,3,,,,,,0,,,0,86,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
87,dui07xjo,,0,0,3,,,,,,0,,,0,87,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
88,zkdvelij,,0,0,3,,,,,,0,,,0,88,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
89,ncvwb1do,,0,0,3,,,,,,0,,,0,89,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
90,na0slpxg,,0,0,3,,,,,,0,,,0,90,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
91,4jmhsx8d,,0,0,3,,,,,,0,,,0,91,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
92,qjigci77,,0,0,3,,,,,,0,,,0,92,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
93,mrsxbsa9,,0,0,3,,,,,,0,,,0,93,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
94,i67077cy,,0,0,3,,,,,,0,,,0,94,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
95,eq04kz9m,,0,0,3,,,,,,0,,,0,95,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
96,zas3469g,,0,0,3,,,,,,0,,,0,96,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
97,ahfzpq94,,0,0,3,,,,,,0,,,0,97,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
98,hme9cqgk,,0,0,3,,,,,,0,,,0,98,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
99,xuqn3fnn,,0,0,3,,,,,,0,,,0,99,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
100,2tl56pix,,0,0,3,,,,,,0,,,0,100,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
1,334j12ec,,0,4,3,time_pressure,1,Questionnaire,80.112.154.73,2018-04-03 17:25:35.354484+00:00,1,,,0,1,22,male,student,5,6,4,5,5,5,300,",NYT20000404.0011,XIE19960605.0164,XIE19960817.0128,APW19981214.0968,XIE20000402.0062",5,6,9,9,83130,174144,2.0,1.0,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
2,6uakpn8i,,0,3,3,time_pressure,1,Questionnaire,80.114.173.211,2018-04-03 20:36:03.257123+00:00,1,,,0,2,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
3,tji0he0t,,0,4,3,time_pressure,1,Questionnaire,80.114.173.211,2018-04-03 20:56:26.284228+00:00,1,,,0,3,99,male,student,1,1,1,1,1,1,79,",APW19980602.0558",1,1,2,2,23101,27404,0.0,1.0,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
4,bw2sb6id,,0,1,3,time_pressure,1,Introduction,80.114.173.211,2018-04-03 21:06:18.699055+00:00,1,,,0,4,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
5,6q1z0y62,,0,4,3,time_pressure,1,Questionnaire,80.112.172.223,2018-04-03 21:09:39.229332+00:00,1,,,0,5,23,male,student,3,5,4,6,6,5,283,",XIE19990217.0123,XIE19990920.0246,APW19980907.0515,XIE19990526.0198,APW19980720.0008,XIE19960919.0188,APW19990323.0266,XIE20000229.0084,XIE19981218.0059",9,4,14,8,71760,188822,3.0,1.0,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
6,zcookw7g,,0,4,3,time_pressure,1,Questionnaire,154.70.152.98,2018-04-03 21:11:26.325279+00:00,1,,,0,6,29,male,working,2,4,3,5,6,4,197,",APW19980810.1117,APW19980828.1026,XIE19970315.0123,APW19980827.1082,XIE19991022.0269,APW19990922.0002,APW20000608.0061,APW20000422.0050,XIE19981020.0161",9,3,9,3,33001,110410,0.0,1.0,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
7,oln9r0xr,,0,3,3,time_pressure,1,Questionnaire,66.249.81.251,2018-04-03 21:12:11.301283+00:00,1,,,0,7,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
8,axw3jtvh,,0,3,3,time_pressure,1,Questionnaire,104.232.115.92,2018-04-03 21:43:09.897926+00:00,1,,,0,8,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
9,3lcil6jb,,0,1,3,time_pressure,1,Introduction,191.96.70.96,2018-04-03 21:53:59.683251+00:00,1,,,0,9,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
10,h44oeahj,,0,1,3,time_pressure,1,Introduction,80.114.173.211,2018-04-03 22:01:58.632489+00:00,1,,,0,10,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
11,ik571kgo,,0,3,3,time_pressure,1,Questionnaire,80.215.205.106,2018-04-04 05:11:42.313046+00:00,1,,,0,11,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
12,sgz6ouuh,,0,4,3,time_pressure,1,Questionnaire,185.167.255.254,2018-04-04 06:44:07.632359+00:00,1,,,0,12,39,male,working,2,4,5,5,5,5,106,",XIE19970304.0330,XIE19971029.0194",2,1,4,2,39819,29932,0.0,1.0,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
13,ek3crx3f,,0,4,3,time_pressure,1,Questionnaire,145.94.44.45,2018-04-04 07:04:15.963579+00:00,1,,,0,13,22,male,working,5,3,3,6,6,5,127,",XIE20000518.0073,APW19980907.0515",2,2,2,2,48594,41202,0.0,1.0,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
14,davpysil,,0,1,3,time_pressure,1,Introduction,95.99.180.55,2018-04-04 07:26:34.850546+00:00,1,,,0,14,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
15,u1znajxm,,0,3,3,time_pressure,1,Questionnaire,95.128.95.9,2018-04-04 07:55:19.708042+00:00,1,,,0,15,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
16,24a0vijf,,0,1,3,time_pressure,1,Introduction,95.128.95.9,2018-04-04 07:56:27.460231+00:00,1,,,0,16,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
17,m7etx7p3,,0,3,3,time_pressure,1,Questionnaire,185.167.255.254,2018-04-04 09:13:41.640694+00:00,1,,,0,17,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
18,rk5bcu27,,0,4,3,time_pressure,1,Questionnaire,185.167.255.254,2018-04-04 09:36:36.121934+00:00,1,,,0,18,42,male,working,4,2,4,5,6,6,300,",NYT20000301.0344,NYT20000203.0258,APW19980828.1026,XIE19970315.0123,APW19980827.1082,XIE19991022.0269,XIE20000705.0027,APW19990922.0003,APW20000311.0093",9,2,10,4,111975,136923,1.0,1.0,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
19,aogwt4ao,,0,4,3,time_pressure,1,Questionnaire,185.167.255.254,2018-04-04 10:01:16.904603+00:00,1,,,0,19,32,male,working,4,6,4,5,5,6,133,",XIE19990626.0118,XIE19981002.0015",2,1,4,2,52046,56592,0.0,1.0,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
20,nj1g5jo9,,0,3,3,time_pressure,1,Questionnaire,185.167.255.254,2018-04-04 10:04:43.124735+00:00,1,,,0,20,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
21,2ihfpf0t,,0,3,3,time_pressure,1,Questionnaire,80.214.21.223,2018-04-04 10:07:28.371309+00:00,1,,,0,21,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
22,iimbgf73,,0,3,3,time_pressure,1,Questionnaire,95.128.95.9,2018-04-04 10:25:52.379894+00:00,1,,,0,22,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
23,9poh1zci,,0,4,3,time_pressure,1,Questionnaire,80.112.163.62,2018-04-04 10:57:54.933279+00:00,1,,,0,23,23,male,student,3,6,4,5,4,5,701,",XIE19960304.0224,XIE20000424.0151,XIE19960821.0175,XIE19970106.0054,APW19980619.1054,XIE19980826.0093",6,4,11,5,283710,337909,0.0,1.0,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
24,dlwyd5y4,,0,3,3,time_pressure,1,Questionnaire,66.249.81.251,2018-04-04 11:03:56.601993+00:00,1,,,0,24,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
25,hspblttk,,0,4,3,time_pressure,1,Questionnaire,80.112.163.62,2018-04-04 11:14:28.609223+00:00,1,,,0,25,2,none,uni_staff,4,4,4,4,4,4,26,,0,0,0,0,0,0,0.0,0.0,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
26,195xmqi9,,0,4,3,time_pressure,1,Questionnaire,77.164.91.107,2018-04-04 13:50:13.334688+00:00,1,,,0,26,23,female,working,2,4,6,5,6,5,480,",APW20000608.0061,APW20000422.0050,XIE19981020.0161,XIE19990817.0115,XIE20000124.0013,XIE19990528.0019",6,5,11,5,46733,429048,3.0,1.0,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
27,umum7y2r,,0,3,3,time_pressure,1,Questionnaire,145.94.170.34,2018-04-04 17:53:56.381926+00:00,1,,,0,27,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
28,qck4darp,,0,3,3,time_pressure,1,Questionnaire,83.84.17.6,2018-04-04 18:04:24.326500+00:00,1,,,0,28,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
29,4iykcz5q,,0,4,3,time_pressure,1,Questionnaire,145.94.217.184,2018-04-04 18:05:20.296933+00:00,1,,,0,29,22,male,student,5,5,3,7,7,6,223,",APW19980907.0515,XIE20000531.0152,APW19980720.0008,XIE19970802.0151,XIE19961205.0069,XIE19970727.0067,APW19990518.0300",7,3,8,5,54258,135405,0.628205128205128,1.0,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
30,tvlr2y98,,0,3,3,time_pressure,1,Questionnaire,83.84.0.66,2018-04-04 18:07:21.391654+00:00,1,,,0,30,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
31,ax0zwif3,,0,1,3,time_pressure,1,Introduction,185.65.134.162,2018-04-04 18:13:31.325509+00:00,1,,,0,31,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
32,5ybtv7zy,,0,3,3,time_pressure,1,Questionnaire,185.65.134.162,2018-04-04 18:14:51.637396+00:00,1,,,0,32,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
33,waatwwwq,,0,3,3,time_pressure,1,Questionnaire,185.65.134.162,2018-04-04 18:16:07.379855+00:00,1,,,0,33,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
34,oyq1knf4,,0,4,3,time_pressure,1,Questionnaire,185.65.134.162,2018-04-04 18:16:21.927434+00:00,1,,,0,34,22,male,student,7,2,4,6,6,6,300,",APW19980828.1026,XIE19991022.0269,NYT19990922.0006,APW20000313.0241,XIE19971225.0143,APW20000228.0066",7,2,14,2,240323,39731,1.0,1.0,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
35,ks5rkkxb,,0,1,3,time_pressure,1,Introduction,88.202.160.112,2018-04-04 18:21:01.909643+00:00,1,,,0,35,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
36,wxaj8fzo,,0,1,3,time_pressure,1,Introduction,217.63.60.99,2018-04-04 18:24:30.544854+00:00,1,,,0,36,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
37,vi6wro0k,,0,4,3,time_pressure,1,Questionnaire,80.112.170.26,2018-04-04 18:27:32.962879+00:00,1,,,0,37,21,female,student,5,3,5,1,5,3,113,",XIE19960817.0128,XIE19971122.0172,XIE19980416.0171,XIE20000907.0130,APW19980907.0515",5,6,5,7,24611,39605,1.0,1.0,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
38,brjk42n8,,0,4,3,time_pressure,1,Questionnaire,84.80.46.155,2018-04-04 18:36:24.999194+00:00,1,,,0,38,21,female,student,2,4,6,5,3,3,300,",APW19981127.0942,APW20000331.0133,APW20000513.0180,NYT19990411.0100,APW19980830.0263,XIE20000722.0019,XIE20000124.0013",7,6,10,8,74867,147344,3.83223684210526,0.40530303030303,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
39,zgtqelsr,,0,1,3,time_pressure,1,Introduction,89.200.0.155,2018-04-04 18:39:37.905667+00:00,1,,,0,39,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
40,vl7jstgt,,0,3,3,time_pressure,1,Questionnaire,89.200.42.124,2018-04-04 18:46:49.761965+00:00,1,,,0,40,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
41,ff5c8jij,,0,3,3,time_pressure,1,Questionnaire,213.204.237.210,2018-04-04 20:37:55.838576+00:00,1,,,0,41,,,,,,,,,,300,,0,0,0,0,0,0,0.0,0.0,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
